movieID,Title,Year,Director,Actors,Rating,Runtime (Mins),Censor Rating,Genre,Sub_Genre,Streaming
5205,Troy,2004,Wolfgang Petersen,"Brad Pitt, Eric Bana, Orlando Bloom, Julian Glover",7.3,163,UA,Drama, History,Youtube
5206,True Crime,1999,Clint Eastwood,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods",6.6,127,R,Crime," Drama,  Mystery","Hulu, Amazon"
5207,True Grit,2010,"Directors:Ethan Coen, Joel Coen","Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin",7.6,110,16,Drama, Western,"Netflix, Hulu"
5208,True Grit,1969,Henry Hathaway,"John Wayne, Kim Darby, Glen Campbell, Jeremy Slate",7.4,128,U,Adventure," Drama,  Western","Hulu, Amazon"
5209,True Lies,1994,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",7.3,141,A,Action," Comedy,  Thriller",Hulu
5210,True Romance,1993,Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer",7.9,119,A,Crime," Drama,  Romance","Netflix, Amazon"
5211,True Story,2015,Rupert Goold,"James Franco, Jonah Hill, Felicity Jones, Maria Dizzia",6.3,99,R,Biography," Crime,  Drama","Amazon, Netflix, Hulu, Vudu"
5212,Trumbo,2015,Jay Roach,"Bryan Cranston, Diane Lane, Helen Mirren, Louis C.K.",7.4,124,R,Biography, Drama,"Hulu, Amazon"
5213,Trust,2010,David Schwimmer,"Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke",6.9,106,R,Crime," Drama,  Thriller",Hulu
5214,Tsotsi,2005,Gavin Hood,"Presley Chweneyagae, Mothusi Magano, Israel Matseke-Zulu, Terry Pheto",7.2,95,UA,Crime, Drama,"Amazon, Netflix, Hulu, Vudu"
5215,Tucker and Dale vs Evil,2010,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",7.5,89,R,Comedy, Horror,Amazon
5216,Tully,2018,Jason Reitman,"Charlize Theron, Mackenzie Davis, Ron Livingston, Asher Miles Fallica",6.9,95,R,Comedy," Drama,  Mystery","Amazon, Netflix, Hulu, Vudu"
5217,Tumbbad,2018,"Directors:Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty",8.2,104,A,Drama," Fantasy,  Horror",None
5218,Turbo,2013,David Soren,"Ryan Reynolds, Paul Giamatti, Maya Rudolph, Samuel L. Jackson",6.4,96,U,Animation," Adventure,  Comedy","Amazon, Netflix, Hulu, Vudu"
5219,Turbo Kid,2015,"Directors:FranÃ§ois Simard, Anouk Whissell, Yoann-Karl Whissell","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",6.7,93,Not Rated,Action," Adventure,  Comedy","Netflix, Hulu"
5220,Turist,2014,Ruben Ã–stlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren",7.2,120,R,Comedy, Drama,"Netflix, Amazon"
5221,Turistas,2006,John Stockwell,"Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew",5.4,93,R,Horror," Mystery,  Thriller","Netflix, Vudu"
5222,Turner & Hooch,1989,Roger Spottiswoode,"Tom Hanks, Mare Winningham, Craig T. Nelson, Reginald VelJohnson",6.2,97,U,Comedy," Crime,  Drama","Amazon, Netflix, Hulu, Vudu"
5223,Turning Red,2022,Domee Shi,"Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park",7,100,UA 7+,Animation," Adventure,  Comedy",None
5224,Tusk,2014,Kevin Smith,"Justin Long, Michael Parks, Haley Joel Osment, Genesis Rodriguez",5.3,102,16,Comedy, Horror,"Netflix, Hulu"
5225,Twelve Monkeys,1995,Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt, Joseph Melito",8,129,A,Mystery," Sci-Fi,  Thriller","Hulu, Amazon"
5226,Twilight,2008,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Sarah Clarke",5.3,122,UA,Drama," Fantasy,  Romance","Netflix, Amazon"
5227,Twin Peaks: Fire Walk with Me,1992,David Lynch,"Sheryl Lee, Ray Wise, MÃ¤dchen Amick, Dana Ashbrook",7.2,134,Not Rated,Drama," Horror,  Mystery","Hulu, Amazon"
5228,Twins,1988,Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Kelly Preston, Chloe Webb",6.1,107,U,Comedy, Crime,Hulu
5229,Twister,1996,Jan de Bont,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",6.4,113,UA,Action," Adventure,  Thriller","Netflix, Hulu"
5230,Two for the Money,2005,D.J. Caruso,"Matthew McConaughey, Al Pacino, Rene Russo, Armand Assante",6.2,122,UA,Crime," Drama,  Sport","Netflix, Amazon"
5231,Two Lovers,2008,James Gray,"Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw, Anne Joyce",7,110,R,Drama, Romance,Hulu
5232,Two Mules for Sister Sara,1970,Don Siegel,"Clint Eastwood, Shirley MacLaine, Manolo FÃ¡bregas, Alberto Morin",7,116,A,Adventure," Romance,  War",Netflix
5233,Two Night Stand,2014,Max Nichols,"Miles Teller, Lio Tipton, Jessica Szohr, Kid Cudi",6.3,86,A,Comedy, Romance,Vudu
5234,Two Weeks Notice,2002,Marc Lawrence,"Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey",6.1,101,UA,Comedy, Romance,None
5235,Tyrannosaur,2011,Paddy Considine,"Peter Mullan, Archie Lal, Jag Sanghera, Mike Fearnley",7.5,92,Not Rated,Drama,Drama,"Netflix, Vudu"
5236,U Turn,1997,Oliver Stone,"Sean Penn, Jennifer Lopez, Nick Nolte, Billy Bob Thornton",6.7,125,R,Crime," Drama,  Thriller","Hulu, Amazon"
5237,U-571,2000,Jonathan Mostow,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi",6.6,116,UA,Action, War,"Netflix, Hulu"
5238,U.S. Marshals,1998,Stuart Baird,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano",6.5,131,A,Action," Crime,  Thriller","Netflix, Hulu"
5239,Udaan,2010,Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor",8.1,134,UA,Drama,Drama,"Hulu, Amazon"
5240,Udta Punjab,2016,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh",7.7,148,A,Action," Crime,  Drama",Hulu
5241,UHF,1989,Jay Levey,"'Weird Al' Yankovic, Victoria Jackson, Kevin McCarthy, Michael Richards",6.9,97,Not Rated,Comedy, Sci-Fi,"Amazon, Netflix, Hulu, Vudu"
5242,Ultimo tango a Parigi,1972,Bernardo Bertolucci,"Marlon Brando, Maria Schneider, Maria Michi, Giovanna Galletti",6.9,129,A,Drama, Romance,"Hulu, Amazon"
5243,Umberto D.,1952,Vittorio De Sica,"Carlo Battisti, Maria Pia Casilio, Lina Gennari, Ileana Simova",8.2,89,Not Rated,Drama,Drama,"Vudu, Netflix"
5244,Un long dimanche de fianÃ§ailles,2004,Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon",7.6,133,U,Drama," Mystery,  Romance","Hulu, Amazon"
5245,Un prophÃ¨te,2009,Jacques Audiard,"Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb",7.8,155,A,Crime, Drama,Youtube
5246,Una Mujer FantÃ¡stica,2017,SebastiÃ¡n Lelio,"Daniela Vega, Francisco Reyes, Luis Gnecco, Aline KÃ¼ppenheim",7.2,104,A,Drama,Drama,None
5247,Unbreakable,2000,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark",7.3,106,UA,Drama," Mystery,  Sci-Fi",Hulu
5248,Unbroken,2014,Angelina Jolie,"Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",7.2,137,18,Action," Biography,  Drama",Hulu
5249,Uncharted,2022,Ruben Fleischer,"Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali",6.3,116,UA,Action, Adventure,"Netflix, Hulu"
5250,Uncle Buck,1989,John Hughes,"John Candy, Macaulay Culkin, Jean Louisa Kelly, Gaby Hoffmann",7,100,U,Comedy,Comedy,None
5251,Uncut Gems,2019,"Directors:Benny Safdie, Josh Safdie","Adam Sandler, Julia Fox, Idina Menzel, Mesfin Lamengo",7.4,135,18,Crime," Drama,  Thriller","Amazon, Netflix, Hulu"
5252,Under sandet,2015,Martin Zandvliet,"Roland MÃ¸ller, Louis Hofmann, Joel Basman, Mikkel Boe FÃ¸lsgaard",7.8,100,R,Drama," History,  War",None
5253,Under Siege,1992,Andrew Davis,"Steven Seagal, Gary Busey, Tommy Lee Jones, Erika Eleniak",6.5,103,A,Action, Thriller,"Netflix, Hulu"
5254,Under Siege 2: Dark Territory,1995,Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",5.5,100,A,Action," Adventure,  Thriller","Amazon, Netflix, Hulu, Vudu"
5255,Under Suspicion,2000,Stephen Hopkins,"Morgan Freeman, Gene Hackman, Thomas Jane, Monica Bellucci",6.5,110,R,Crime," Drama,  Thriller",Hulu
5256,Under the Shadow,2016,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Arash Marandi",6.8,84,PG-13,Drama," Fantasy,  Horror",Vudu
5257,Under the Silver Lake,2018,David Robert Mitchell,"Andrew Garfield, Riley Keough, Topher Grace, Callie Hernandez",6.5,139,R,Crime," Drama,  Mystery","Hulu, Amazon"
5258,Under the Skin,2013,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",6.3,108,R,Drama," Horror,  Mystery",Hulu
5259,Under the Tuscan Sun,2003,Audrey Wells,"Diane Lane, Raoul Bova, Sandra Oh, Lindsay Duncan",6.7,113,PG-13,Comedy," Drama,  Romance",Netflix
5260,Undercover Brother,2002,Malcolm D. Lee,"Eddie Griffin, Denise Richards, Aunjanue Ellis, Chris Kattan",5.9,86,PG-13,Action, Comedy,Vudu
5261,Underground,1995,Emir Kusturica,"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",8.1,170,Not Rated,Comedy," Drama,  Fantasy",Youtube
5262,Underwater,2020,William Eubank,"Kristen Stewart, Vincent Cassel, Mamoudou Athie, T.J. Miller",5.8,95,15+,Action," Horror,  Sci-Fi","Amazon, Netflix"
5263,Underworld,2003,Len Wiseman,"Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen",7,121,A,Action," Fantasy,  Thriller","Netflix, Hulu"
5264,Underworld: Awakening,2012,"Directors:MÃ¥ns MÃ¥rlind, BjÃ¶rn Stein","Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea",6.3,88,A,Action," Fantasy,  Horror","Netflix, Hulu"
5265,Underworld: Blood Wars,2016,Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",5.7,91,UA,Action," Adventure,  Fantasy",Amazon
5266,Underworld: Evolution,2006,Len Wiseman,"Kate Beckinsale, Scott Speedman, Bill Nighy, Tony Curran",6.7,106,A,Action," Fantasy,  Thriller","Netflix, Hulu"
5267,Underworld: Rise of the Lycans,2009,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",6.5,92,A,Action," Fantasy,  Thriller","Netflix, Hulu"
5268,Undisputed,2002,Walter Hill,"Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker",6.1,96,UA,Action," Crime,  Drama","Netflix, Hulu"
5269,Unfaithful,2002,Adrian Lyne,"Richard Gere, Diane Lane, Olivier Martinez, Erik Per Sullivan",6.7,124,A,Drama," Romance,  Thriller","Netflix, Amazon"
5270,Unfinished Business,2015,Ken Scott,"Vince Vaughn, Dave Franco, Tom Wilkinson, James Marsden",5.4,91,R,Comedy, Drama,Amazon
5271,Unforgiven,1992,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris",8.2,130,A,Drama, Western,"Hulu, Amazon"
5272,Unfriended,2014,Levan Gabriadze,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",5.6,83,R,Horror," Mystery,  Thriller",Vudu
5273,Unfriended: Dark Web,2018,Stephen Susco,"Colin Woodell, Stephanie Nogueras, Betty Gabriel, Rebecca Rittenhouse",6,92,16,Horror," Mystery,  Thriller","Netflix, Hulu"
5274,Unhinged,2020,Derrick Borte,"Russell Crowe, Caren Pistorius, Gabriel Bateman, Jimmi Simpson",6,90,A,Action, Thriller,"Netflix, Hulu"
5275,United 93,2006,Paul Greengrass,"David Alan Basche, Olivia Thirlby, Liza ColÃ³n-Zayas, J.J. Johnson",7.6,111,UA,Action," Drama,  History",Hulu
5276,Universal Soldier,1992,Roland Emmerich,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross",6.1,102,A,Action, Sci-Fi,"Netflix, Hulu"
5277,Unknown,2011,Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn",6.8,113,UA,Action," Mystery,  Thriller","Netflix, Hulu"
5278,Unknown,2006,Simon Brand,"Jim Caviezel, Greg Kinnear, Bridget Moynahan, Joe Pantoliano",6.4,85,Not Rated,Crime," Drama,  Mystery",Vudu
5279,Unleashed,2005,Louis Leterrier,"Jet Li, Bob Hoskins, Morgan Freeman, Kerry Condon",7,103,A,Action," Crime,  Drama","Netflix, Hulu"
5280,Unlocked,2017,Michael Apted,"Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich",6.3,98,UA,Action, Thriller,"Netflix, Hulu"
5281,Unsane,2018,Steven Soderbergh,"Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple",6.4,98,Not Rated,Drama," Horror,  Mystery","Amazon, Netflix, Hulu, Vudu"
5282,Unstoppable,2010,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",6.8,98,UA,Action, Thriller,"Netflix, Hulu"
5283,Unthinkable,2010,Gregor Jordan,"Samuel L. Jackson, Carrie-Anne Moss, Michael Sheen, Stephen Root",7,97,R,Crime," Drama,  Thriller","Amazon, Netflix, Hulu, Vudu"
5284,Untraceable,2008,Gregory Hoblit,"Diane Lane, Colin Hanks, Joseph Cross, Billy Burke",6.2,101,R,Crime," Mystery,  Thriller",None
5285,Up,2009,"Directors:Pete Docter, Bob Peterson","Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer",8.3,96,U,Animation," Adventure,  Comedy","Amazon, Netflix, Hulu, Vudu"
5286,Up in Smoke,1978,"Directors:Lou Adler, Tommy Chong","Cheech Marin, Tommy Chong, Strother Martin, Edie Adams",6.9,86,A,Comedy, Music,Vudu
5287,Up in the Air,2009,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",7.4,109,R,Comedy," Drama,  Romance",Hulu
5288,Upgrade,2018,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden",7.5,100,18,Action," Sci-Fi,  Thriller",Hulu
5289,Upside Down,2012,Juan Solanas,"Jim Sturgess, Kirsten Dunst, Timothy Spall, Blu Mankuma",6.3,109,PG-13,Drama," Fantasy,  Romance",Hulu
5290,Upstream Color,2013,Shane Carruth,"Amy Seimetz, Frank Mosley, Shane Carruth, Andrew Sensenig",6.5,96,Not Rated,Drama, Sci-Fi,"Amazon, Netflix, Hulu, Vudu"
5291,Uptown Girls,2003,Boaz Yakin,"Brittany Murphy, Dakota Fanning, Heather Locklear, Jesse Spencer",6.1,92,PG-13,Comedy," Drama,  Romance","Netflix, Vudu"
5292,Urban Legend,1998,Jamie Blanks,"Jared Leto, Alicia Witt, Rebecca Gayheart, Michael Rosenbaum",5.6,99,A,Horror," Mystery,  Thriller","Amazon, Netflix, Hulu, Vudu"
5293,Uri: The Surgical Strike,2019,Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam",8.2,138,UA,Action," Drama,  History",Netflix
5294,Us,2019,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker",6.8,116,A,Horror," Mystery,  Thriller",Netflix
5295,V for Vendetta,2005,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea",8.2,132,UA,Action," Drama,  Sci-Fi",Netflix
5296,Vacation,2015,"Directors:John Francis Daley, Jonathan Goldstein","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",6.1,99,UA 16+,Adventure, Comedy,"Amazon, Netflix, Hulu, Vudu"
5297,Valentine,2001,Jamie Blanks,"Denise Richards, David Boreanaz, Marley Shelton, Jessica Capshaw",4.8,96,A,Horror," Mystery,  Thriller","Amazon, Netflix, Hulu, Vudu"
5298,Valentine's Day,2010,Garry Marshall,"Julia Roberts, Jamie Foxx, Anne Hathaway, Jessica Alba",5.7,125,U,Comedy, Romance,"Hulu, Amazon"
5299,Valerian and the City of a Thousand Planets,2017,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna",6.4,136,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
5300,Valhalla Rising,2009,Nicolas Winding Refn,"Mads Mikkelsen, Maarten Stevenson, Alexander Morton, Stewart Porter",6,93,Not Rated,Action," Adventure,  Drama","Netflix, Hulu"
5301,Valkyrie,2008,Bryan Singer,"Tom Cruise, Bill Nighy, Carice van Houten, Kenneth Branagh",7.1,121,UA,Drama," History,  Thriller","Netflix, Amazon"
5302,Vampire Academy,2014,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne",5.4,104,A,Action," Comedy,  Drama",None
5303,Vampire Hunter D: Bloodlust,2000,"Directors:Jack Fletcher, Yoshiaki Kawajiri","Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee",7.6,103,U,Animation," Action,  Drama",Hulu
5304,Vampires,1998,John Carpenter,"James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith",6.1,108,A,Action," Horror,  Thriller","Netflix, Hulu"
5305,Vampires Suck,2010,"Directors:Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi",3.4,82,PG-13,Comedy, Horror,Vudu
5306,Van Helsing,2004,Stephen Sommers,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley",6,131,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
5307,Vanilla Sky,2001,Cameron Crowe,"Tom Cruise, PenÃ©lope Cruz, Cameron Diaz, Kurt Russell",6.9,136,18,Fantasy," Mystery,  Romance","Amazon, Netflix, Hulu"
5308,Vanishing on 7th Street,2010,Brad Anderson,"Hayden Christensen, Thandiwe Newton, John Leguizamo, Jacob Latimore",4.9,92,R,Horror," Mystery,  Thriller","Netflix, Vudu"
5309,Vanishing Point,1971,Richard C. Sarafian,"Barry Newman, Cleavon Little, Charlotte Rampling, Dean Jagger",7.2,99,U,Action," Crime,  Thriller",Hulu
5310,Vantage Point,2008,Pete Travis,"Dennis Quaid, Forest Whitaker, Matthew Fox, Bruce McGill",6.6,90,A,Action," Crime,  Drama","Netflix, Hulu"
5311,Varsity Blues,1999,Brian Robbins,"James Van Der Beek, Jon Voight, Paul Walker, Ron Lester",6.5,106,R,Comedy," Drama,  Romance",Hulu
5312,Veer-Zaara,2004,Yash Chopra,"Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kirron Kher",7.8,192,U,Drama," Family,  Musical",Youtube
5313,Vegas Vacation,1997,Stephen Kessler,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry",5.9,93,UA,Comedy,Comedy,"Netflix, Vudu"
5314,Velvet Buzzsaw,2019,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Tom Sturridge",5.7,113,R,Horror," Mystery,  Thriller",Netflix
5315,Velvet Goldmine,1998,Todd Haynes,"Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette",6.9,118,R,Drama, Music,"Netflix, Amazon"
5316,Venom,2018,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze",6.6,112,UA,Action," Adventure,  Sci-Fi","Netflix, Hulu"
5317,Venom: Let There Be Carnage,2021,Andy Serkis,"Tom Hardy, Woody Harrelson, Michelle Williams, Naomie Harris",5.9,97,UA,Action," Adventure,  Sci-Fi","Netflix, Hulu"
5318,Vera Drake,2004,Mike Leigh,"Imelda Staunton, Jim Broadbent, Heather Craney, Richard Graham",7.6,125,R,Crime, Drama,"Hulu, Amazon"
5319,Verdens verste menneske,2021,Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum, Hans Olav Brenner",7.8,128,R,Comedy," Drama,  Romance","Hulu, Amazon"
5320,Veronica Mars,2014,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni, Christopher Lowell",6.7,107,PG-13,Crime," Drama,  Mystery",Hulu
5321,Vertical Limit,2000,Martin Campbell,"Scott Glenn, Chris O'Donnell, Bill Paxton, Robin Tunney",5.9,124,UA,Action," Adventure,  Drama","Hulu, Amazon"
5322,Vertigo,1958,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore",8.3,128,A,Mystery," Romance,  Thriller","Hulu, Amazon"
5323,Very Bad Things,1998,Peter Berg,"Christian Slater, Daniel Stern, Cameron Diaz, Jon Favreau",6.3,100,R,Comedy," Crime,  Thriller","Amazon, Netflix, Hulu, Vudu"
5324,Vice,2018,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell",7.2,132,R,Biography," Comedy,  Drama","Hulu, Amazon"
5325,Vicky Cristina Barcelona,2008,Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem, Christopher Evan Welch",7.1,96,A,Comedy," Drama,  Romance","Amazon, Netflix, Hulu, Vudu"
5326,Vicky Donor,2012,Shoojit Sircar,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia",7.8,126,UA,Comedy, Romance,"Hulu, Amazon"
5327,Victor Frankenstein,2015,Paul McGuigan,"Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",5.9,110,PG-13,Drama," Horror,  Sci-Fi",Hulu
5328,Victoria,2015,Sebastian Schipper,"Laia Costa, Frederick Lau, Franz Rogowski, Burak Yigit",7.6,138,Not Rated,Crime," Drama,  Romance","Hulu, Amazon"
5329,Victoria & Abdul,2017,Stephen Frears,"Judi Dench, Ali Fazal, Tim Pigott-Smith, Eddie Izzard",6.8,111,UA,Biography," Drama,  History",Hulu
5330,Victory,1981,John Huston,"Michael Caine, Sylvester Stallone, PelÃ©, Bobby Moore",6.6,116,Not Rated,Drama," Sport,  War",Netflix
5331,View from the Top,2003,Bruno Barreto,"Gwyneth Paltrow, Christina Applegate, Kelly Preston, Mark Ruffalo",5.3,87,PG-13,Comedy, Romance,"Vudu, Netflix"
5332,Vikram,2022,Lokesh Kanagaraj,"Kamal Haasan, Vijay Sethupathi, Fahadh Faasil, Narain",8.4,175,UA,Action, Thriller,Netflix
5333,Vikram Vedha,2017,"Directors:Gayatri, Pushkar, Gowtham Selvaraj","Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir",8.3,147,UA,Action," Crime,  Drama",Netflix
5334,Virtuosity,1995,Brett Leonard,"Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella",5.5,106,UA,Action," Crime,  Sci-Fi",Hulu
5335,Vishwaroopam,2013,Kamal Haasan,"Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose",7.9,148,UA,Action, Thriller,Hulu
5336,Viskningar och rop,1972,Ingmar Bergman,"Harriet Andersson, Liv Ullmann, Kari Sylwan, Ingrid Thulin",8,91,A,Drama,Drama,Amazon
5337,Vivarium,2019,Lorcan Finnegan,"Imogen Poots, Danielle Ryan, Molly McCann, Jesse Eisenberg",5.8,97,7,Horror," Mystery,  Sci-Fi",None
5338,Vivre sa vie: Film en douze tableaux,1962,Jean-Luc Godard,"Anna Karina, Sady Rebbot, AndrÃ© S. Labarthe, Guylaine Schlumberger",7.9,80,Not Rated,Drama,Drama,Vudu
5339,Vizontele,2001,"Directors:Yilmaz Erdogan, Ã–mer Faruk Sorak","Yilmaz Erdogan, Demet Akbag, Altan Erkekli, Cem Yilmaz",8,110,Not Rated,Comedy, Drama,Hulu
5340,Volcano,1997,Mick Jackson,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",5.5,104,UA,Action," Drama,  Sci-Fi",None
5341,Volver,2006,Pedro AlmodÃ³var,"PenÃ©lope Cruz, Carmen Maura, Lola DueÃ±as, Blanca Portillo",7.6,121,UA,Comedy, Drama,"Netflix, Amazon"
5342,Vozvrashchenie,2003,Andrey Zvyagintsev,"Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko, Nataliya Vdovina",7.9,110,Not Rated,Drama,Drama,Hulu
5343,VR (Vikrant Rona),2022,Anup Bhandari,"Sudeep, Nirup Bhandari, Neetha Ashok, Jacqueline Fernandez",7.2,148,UA 13+,Action," Adventure,  Drama",Hulu
5344,W.,2008,Oliver Stone,"Josh Brolin, Elizabeth Banks, Ioan Gruffudd, Colin Hanks",6.3,129,UA,Biography," Comedy,  Drama","Hulu, Amazon"
5345,Waar,2013,Bilal Lashari,"Shaan Shahid, Hamza Ali Abbasi, Shamoon Abbasi, Ayesha Khan",7.5,130,Not Rated,Action," Crime,  Drama",Hulu
5346,Wag the Dog,1997,Barry Levinson,"Dustin Hoffman, Robert De Niro, Anne Heche, Woody Harrelson",7.1,97,R,Comedy, Drama,"Amazon, Netflix, Hulu, Vudu"
5347,Waiting for Guffman,1996,Christopher Guest,"Christopher Guest, Fred Willard, Catherine O'Hara, Parker Posey",7.4,84,R,Comedy,Comedy,Vudu
5348,Waiting...,2005,Rob McKittrick,"Ryan Reynolds, Anna Faris, John Francis Daley, Justin Long",6.7,94,R,Comedy,Comedy,"Netflix, Vudu"
5349,Waitress,2007,Adrienne Shelly,"Keri Russell, Nathan Fillion, Jeremy Sisto, Cheryl Hines",7,108,PG-13,Comedy," Drama,  Romance",Hulu
5350,Wake Up Sid,2009,Ayan Mukerji,"Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher",7.6,138,U,Comedy," Drama,  Romance","Hulu, Amazon"
5351,Waking Life,2001,Richard Linklater,"Ethan Hawke, Trevor Jack Brooks, Lorelei Linklater, Wiley Wiggins",7.7,99,R,Animation," Drama,  Fantasy","Amazon, Netflix, Hulu, Vudu"
5352,Waking Ned,1998,Kirk Jones,"Ian Bannen, David Kelly, Fionnula Flanagan, Susan Lynch",7.3,91,PG,Comedy,Comedy,Amazon
5353,Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,"John C. Reilly, Jenna Fischer, David Krumholtz, Nat Faxon",6.8,96,R,Comedy, Music,"Amazon, Netflix, Hulu, Vudu"
5354,Walk of Shame,2014,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright",6,95,R,Comedy,Comedy,"Amazon, Netflix, Hulu, Vudu"
5355,Walk the Line,2005,James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",7.8,136,U,Biography," Drama,  Music","Hulu, Amazon"
5356,Walkabout,1971,Nicolas Roeg,"Jenny Agutter, David Gulpilil, Luc Roeg, John Meillon",7.6,100,U,Adventure, Drama,None
5357,Walking Tall,2004,Kevin Bray,"Dwayne Johnson, Ashley Scott, Johnny Knoxville, Michael Bowen",6.2,86,PG-13,Action, Crime,"Netflix, Hulu"
